,公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,累计确诊人数,累计治愈人数,累计死亡人数,核减,治愈核减,死亡核减
0,1月10日,省级,安徽,,,,,,,,,,
1,1月10日,省级,澳门,,,,,,,,,,
2,1月10日,省级,北京,,,,,,,,,,
3,1月10日,省级,福建,,,,,,,,,,
4,1月10日,省级,甘肃,,,,,,,,,,
5,1月10日,省级,广东,,,,,,,,,,
6,1月10日,省级,广西,,,,,,,,,,
7,1月10日,省级,贵州,,,,,,,,,,
8,1月10日,省级,海南,,,,,,,,,,
9,1月10日,省级,河北,,,,,,,,,,
10,1月10日,省级,河南,,,,,,,,,,
11,1月10日,省级,黑龙江,,,,,,,,,,
12,1月10日,地区级,湖北,武汉,41.0,2.0,1.0,,,,,,
13,1月10日,省级,湖北,,41.0,2.0,1.0,,2.0,1.0,,,
14,1月10日,省级,湖南,,,,,,,,,,
15,1月10日,省级,吉林,,,,,,,,,,
16,1月10日,省级,江苏,,,,,,,,,,
17,1月10日,省级,江西,,,,,,,,,,
18,1月10日,省级,辽宁,,,,,,,,,,
19,1月10日,省级,内蒙古,,,,,,,,,,
20,1月10日,省级,宁夏,,,,,,,,,,
21,1月10日,省级,青海,,,,,,,,,,
22,1月10日,省级,山东,,,,,,,,,,
23,1月10日,省级,山西,,,,,,,,,,
24,1月10日,省级,陕西,,,,,,,,,,
25,1月10日,省级,上海,,,,,,,,,,
26,1月10日,省级,四川,,,,,,,,,,
27,1月10日,省级,台湾,,,,,,,,,,
28,1月10日,省级,天津,,,,,,,,,,
29,1月10日,省级,西藏,,,,,,,,,,
30,1月10日,省级,香港,,,,,,,,,,
31,1月10日,省级,新疆,,,,,,,,,,
32,1月10日,省级,云南,,,,,,,,,,
33,1月10日,省级,浙江,,,,,,,,,,
34,1月10日,省级,重庆,,,,,,,,,,
35,1月10日,国家级,,,41.0,2.0,1.0,,,,,,
36,1月11日,省级,安徽,,,,,,,,,,
37,1月11日,省级,澳门,,,,,,,,,,
38,1月11日,省级,北京,,,,,,,,,,
39,1月11日,省级,福建,,,,,,,,,,
40,1月11日,省级,甘肃,,,,,,,,,,
41,1月11日,省级,广东,,,,,,,,,,
42,1月11日,省级,广西,,,,,,,,,,
43,1月11日,省级,贵州,,,,,,,,,,
44,1月11日,省级,海南,,,,,,,,,,
45,1月11日,省级,河北,,,,,,,,,,
46,1月11日,省级,河南,,,,,,,,,,
47,1月11日,省级,黑龙江,,,,,,,,,,
48,1月11日,地区级,湖北,武汉,,4.0,,,,,,,
49,1月11日,省级,湖北,,,4.0,,,6.0,1.0,,,
50,1月11日,省级,湖南,,,,,,,,,,
51,1月11日,省级,吉林,,,,,,,,,,
52,1月11日,省级,江苏,,,,,,,,,,
53,1月11日,省级,江西,,,,,,,,,,
54,1月11日,省级,辽宁,,,,,,,,,,
55,1月11日,省级,内蒙古,,,,,,,,,,
56,1月11日,省级,宁夏,,,,,,,,,,
57,1月11日,省级,青海,,,,,,,,,,
58,1月11日,省级,山东,,,,,,,,,,
59,1月11日,省级,山西,,,,,,,,,,
60,1月11日,省级,陕西,,,,,,,,,,
61,1月11日,省级,上海,,,,,,,,,,
62,1月11日,省级,四川,,,,,,,,,,
63,1月11日,省级,台湾,,,,,,,,,,
64,1月11日,省级,天津,,,,,,,,,,
65,1月11日,省级,西藏,,,,,,,,,,
66,1月11日,省级,香港,,,,,,,,,,
67,1月11日,省级,新疆,,,,,,,,,,
68,1月11日,省级,云南,,,,,,,,,,
69,1月11日,省级,浙江,,,,,,,,,,
70,1月11日,省级,重庆,,,,,,,,,,
71,1月11日,国家级,,,,4.0,,,,,,,
72,1月12日,省级,安徽,,,,,,,,,,
73,1月12日,省级,澳门,,,,,,,,,,
74,1月12日,省级,北京,,,,,,,,,,
75,1月12日,省级,福建,,,,,,,,,,
76,1月12日,省级,甘肃,,,,,,,,,,
77,1月12日,省级,广东,,,,,,,,,,
78,1月12日,省级,广西,,,,,,,,,,
79,1月12日,省级,贵州,,,,,,,,,,
80,1月12日,省级,海南,,,,,,,,,,
81,1月12日,省级,河北,,,,,,,,,,
82,1月12日,省级,河南,,,,,,,,,,
83,1月12日,省级,黑龙江,,,,,,,,,,
84,1月12日,地区级,湖北,武汉,,1.0,,,,,,,
85,1月12日,省级,湖北,,,1.0,,,7.0,1.0,,,
86,1月12日,省级,湖南,,,,,,,,,,
87,1月12日,省级,吉林,,,,,,,,,,
88,1月12日,省级,江苏,,,,,,,,,,
89,1月12日,省级,江西,,,,,,,,,,
90,1月12日,省级,辽宁,,,,,,,,,,
91,1月12日,省级,内蒙古,,,,,,,,,,
92,1月12日,省级,宁夏,,,,,,,,,,
93,1月12日,省级,青海,,,,,,,,,,
94,1月12日,省级,山东,,,,,,,,,,
95,1月12日,省级,山西,,,,,,,,,,
96,1月12日,省级,陕西,,,,,,,,,,
97,1月12日,省级,上海,,,,,,,,,,
98,1月12日,省级,四川,,,,,,,,,,
99,1月12日,省级,台湾,,,,,,,,,,
100,1月12日,省级,天津,,,,,,,,,,
101,1月12日,省级,西藏,,,,,,,,,,
102,1月12日,省级,香港,,,,,,,,,,
103,1月12日,省级,新疆,,,,,,,,,,
104,1月12日,省级,云南,,,,,,,,,,
105,1月12日,省级,浙江,,,,,,,,,,
106,1月12日,省级,重庆,,,,,,,,,,
107,1月12日,国家级,,,,1.0,,,,,,,
108,1月13日,省级,安徽,,,,,,,,,,
109,1月13日,省级,澳门,,,,,,,,,,
110,1月13日,省级,北京,,,,,,,,,,
111,1月13日,省级,福建,,,,,,,,,,
112,1月13日,省级,甘肃,,,,,,,,,,
113,1月13日,省级,广东,,,,,,,,,,
114,1月13日,省级,广西,,,,,,,,,,
115,1月13日,省级,贵州,,,,,,,,,,
116,1月13日,省级,海南,,,,,,,,,,
117,1月13日,省级,河北,,,,,,,,,,
118,1月13日,省级,河南,,,,,,,,,,
119,1月13日,省级,黑龙江,,,,,,,,,,
120,1月13日,省级,湖北,,,,,,,,,,
121,1月13日,省级,湖南,,,,,,,,,,
122,1月13日,省级,吉林,,,,,,,,,,
123,1月13日,省级,江苏,,,,,,,,,,
124,1月13日,省级,江西,,,,,,,,,,
125,1月13日,省级,辽宁,,,,,,,,,,
126,1月13日,省级,内蒙古,,,,,,,,,,
127,1月13日,省级,宁夏,,,,,,,,,,
128,1月13日,省级,青海,,,,,,,,,,
129,1月13日,省级,山东,,,,,,,,,,
130,1月13日,省级,山西,,,,,,,,,,
131,1月13日,省级,陕西,,,,,,,,,,
132,1月13日,省级,上海,,,,,,,,,,
133,1月13日,省级,四川,,,,,,,,,,
134,1月13日,省级,台湾,,,,,,,,,,
135,1月13日,省级,天津,,,,,,,,,,
136,1月13日,省级,西藏,,,,,,,,,,
137,1月13日,省级,香港,,,,,,,,,,
138,1月13日,省级,新疆,,,,,,,,,,
139,1月13日,省级,云南,,,,,,,,,,
140,1月13日,省级,浙江,,,,,,,,,,
141,1月13日,省级,重庆,,,,,,,,,,
142,1月13日,国家级,,,,,,,,,,,
143,1月14日,省级,安徽,,,,,,,,,,
144,1月14日,省级,澳门,,,,,,,,,,
145,1月14日,省级,北京,,,,,,,,,,
146,1月14日,省级,福建,,,,,,,,,,
147,1月14日,省级,甘肃,,,,,,,,,,
148,1月14日,省级,广东,,,,,,,,,,
149,1月14日,省级,广西,,,,,,,,,,
150,1月14日,省级,贵州,,,,,,,,,,
151,1月14日,省级,海南,,,,,,,,,,
152,1月14日,省级,河北,,,,,,,,,,
153,1月14日,省级,河南,,,,,,,,,,
154,1月14日,省级,黑龙江,,,,,,,,,,
155,1月14日,省级,湖北,,,,,,,,,,
156,1月14日,省级,湖南,,,,,,,,,,
157,1月14日,省级,吉林,,,,,,,,,,
158,1月14日,省级,江苏,,,,,,,,,,
159,1月14日,省级,江西,,,,,,,,,,
160,1月14日,省级,辽宁,,,,,,,,,,
161,1月14日,省级,内蒙古,,,,,,,,,,
162,1月14日,省级,宁夏,,,,,,,,,,
163,1月14日,省级,青海,,,,,,,,,,
164,1月14日,省级,山东,,,,,,,,,,
165,1月14日,省级,山西,,,,,,,,,,
166,1月14日,省级,陕西,,,,,,,,,,
167,1月14日,省级,上海,,,,,,,,,,
168,1月14日,省级,四川,,,,,,,,,,
169,1月14日,省级,台湾,,,,,,,,,,
170,1月14日,省级,天津,,,,,,,,,,
171,1月14日,省级,西藏,,,,,,,,,,
172,1月14日,省级,香港,,,,,,,,,,
173,1月14日,省级,新疆,,,,,,,,,,
174,1月14日,省级,云南,,,,,,,,,,
175,1月14日,省级,浙江,,,,,,,,,,
176,1月14日,省级,重庆,,,,,,,,,,
177,1月14日,国家级,,,,,,,,,,,
178,1月15日,省级,安徽,,,,,,,,,,
179,1月15日,省级,澳门,,,,,,,,,,
180,1月15日,省级,北京,,,,,,,,,,
181,1月15日,省级,福建,,,,,,,,,,
182,1月15日,省级,甘肃,,,,,,,,,,
183,1月15日,省级,广东,,,,,,,,,,
184,1月15日,省级,广西,,,,,,,,,,
185,1月15日,省级,贵州,,,,,,,,,,
186,1月15日,省级,海南,,,,,,,,,,
187,1月15日,省级,河北,,,,,,,,,,
188,1月15日,省级,河南,,,,,,,,,,
189,1月15日,省级,黑龙江,,,,,,,,,,
190,1月15日,地区级,湖北,武汉,,5.0,1.0,,,,,,
191,1月15日,省级,湖北,,,5.0,1.0,,12.0,2.0,,,
192,1月15日,省级,湖南,,,,,,,,,,
193,1月15日,省级,吉林,,,,,,,,,,
194,1月15日,省级,江苏,,,,,,,,,,
195,1月15日,省级,江西,,,,,,,,,,
196,1月15日,省级,辽宁,,,,,,,,,,
197,1月15日,省级,内蒙古,,,,,,,,,,
198,1月15日,省级,宁夏,,,,,,,,,,
199,1月15日,省级,青海,,,,,,,,,,
200,1月15日,省级,山东,,,,,,,,,,
201,1月15日,省级,山西,,,,,,,,,,
202,1月15日,省级,陕西,,,,,,,,,,
203,1月15日,省级,上海,,,,,,,,,,
204,1月15日,省级,四川,,,,,,,,,,
205,1月15日,省级,台湾,,,,,,,,,,
206,1月15日,省级,天津,,,,,,,,,,
207,1月15日,省级,西藏,,,,,,,,,,
208,1月15日,省级,香港,,,,,,,,,,
209,1月15日,省级,新疆,,,,,,,,,,
210,1月15日,省级,云南,,,,,,,,,,
211,1月15日,省级,浙江,,,,,,,,,,
212,1月15日,省级,重庆,,,,,,,,,,
213,1月15日,国家级,,,,5.0,1.0,,,,,,
214,1月16日,省级,安徽,,,,,,,,,,
215,1月16日,省级,澳门,,,,,,,,,,
216,1月16日,省级,北京,,,,,,,,,,
217,1月16日,省级,福建,,,,,,,,,,
218,1月16日,省级,甘肃,,,,,,,,,,
219,1月16日,省级,广东,,,,,,,,,,
220,1月16日,省级,广西,,,,,,,,,,
221,1月16日,省级,贵州,,,,,,,,,,
222,1月16日,省级,海南,,,,,,,,,,
223,1月16日,省级,河北,,,,,,,,,,
224,1月16日,省级,河南,,,,,,,,,,
225,1月16日,省级,黑龙江,,,,,,,,,,
226,1月16日,地区级,湖北,武汉,4.0,3.0,,,,,,,
227,1月16日,省级,湖北,,4.0,3.0,,,15.0,2.0,,,
228,1月16日,省级,湖南,,,,,,,,,,
229,1月16日,省级,吉林,,,,,,,,,,
230,1月16日,省级,江苏,,,,,,,,,,
231,1月16日,省级,江西,,,,,,,,,,
232,1月16日,省级,辽宁,,,,,,,,,,
233,1月16日,省级,内蒙古,,,,,,,,,,
234,1月16日,省级,宁夏,,,,,,,,,,
235,1月16日,省级,青海,,,,,,,,,,
236,1月16日,省级,山东,,,,,,,,,,
237,1月16日,省级,山西,,,,,,,,,,
238,1月16日,省级,陕西,,,,,,,,,,
239,1月16日,省级,上海,,,,,,,,,,
240,1月16日,省级,四川,,,,,,,,,,
241,1月16日,省级,台湾,,,,,,,,,,
242,1月16日,省级,天津,,,,,,,,,,
243,1月16日,省级,西藏,,,,,,,,,,
244,1月16日,省级,香港,,,,,,,,,,
245,1月16日,省级,新疆,,,,,,,,,,
246,1月16日,省级,云南,,,,,,,,,,
247,1月16日,省级,浙江,,,,,,,,,,
248,1月16日,省级,重庆,,,,,,,,,,
249,1月16日,国家级,,,4.0,3.0,,,,,,,
250,1月17日,省级,安徽,,,,,,,,,,
251,1月17日,省级,澳门,,,,,,,,,,
252,1月17日,省级,北京,,,,,,,,,,
253,1月17日,省级,福建,,,,,,,,,,
254,1月17日,省级,甘肃,,,,,,,,,,
255,1月17日,省级,广东,,,,,,,,,,
256,1月17日,省级,广西,,,,,,,,,,
257,1月17日,省级,贵州,,,,,,,,,,
258,1月17日,省级,海南,,,,,,,,,,
259,1月17日,省级,河北,,,,,,,,,,
260,1月17日,省级,河南,,,,,,,,,,
261,1月17日,省级,黑龙江,,,,,,,,,,
262,1月17日,地区级,湖北,武汉,17.0,4.0,,,,,,,
263,1月17日,省级,湖北,,17.0,4.0,,,19.0,2.0,,,
264,1月17日,省级,湖南,,,,,,,,,,
265,1月17日,省级,吉林,,,,,,,,,,
266,1月17日,省级,江苏,,,,,,,,,,
267,1月17日,省级,江西,,,,,,,,,,
268,1月17日,省级,辽宁,,,,,,,,,,
269,1月17日,省级,内蒙古,,,,,,,,,,
270,1月17日,省级,宁夏,,,,,,,,,,
271,1月17日,省级,青海,,,,,,,,,,
272,1月17日,省级,山东,,,,,,,,,,
273,1月17日,省级,山西,,,,,,,,,,
274,1月17日,省级,陕西,,,,,,,,,,
275,1月17日,省级,上海,,,,,,,,,,
276,1月17日,省级,四川,,,,,,,,,,
277,1月17日,省级,台湾,,,,,,,,,,
278,1月17日,省级,天津,,,,,,,,,,
279,1月17日,省级,西藏,,,,,,,,,,
280,1月17日,省级,香港,,,,,,,,,,
281,1月17日,省级,新疆,,,,,,,,,,
282,1月17日,省级,云南,,,,,,,,,,
283,1月17日,省级,浙江,,,,,,,,,,
284,1月17日,省级,重庆,,,,,,,,,,
285,1月17日,国家级,,,17.0,4.0,,,,,,,
286,1月18日,省级,安徽,,,,,,,,,,
287,1月18日,省级,澳门,,,,,,,,,,
288,1月18日,省级,北京,,,,,,,,,,
289,1月18日,省级,福建,,,,,,,,,,
290,1月18日,省级,甘肃,,,,,,,,,,
291,1月18日,省级,广东,,,,,,,,,,
292,1月18日,省级,广西,,,,,,,,,,
293,1月18日,省级,贵州,,,,,,,,,,
294,1月18日,省级,海南,,,,,,,,,,
295,1月18日,省级,河北,,,,,,,,,,
296,1月18日,省级,河南,,,,,,,,,,
297,1月18日,省级,黑龙江,,,,,,,,,,
298,1月18日,地区级,湖北,武汉,59.0,5.0,1.0,,,,,,
299,1月18日,省级,湖北,,59.0,5.0,1.0,,24.0,3.0,,,
300,1月18日,省级,湖南,,,,,,,,,,
301,1月18日,省级,吉林,,,,,,,,,,
302,1月18日,省级,江苏,,,,,,,,,,
303,1月18日,省级,江西,,,,,,,,,,
304,1月18日,省级,辽宁,,,,,,,,,,
305,1月18日,省级,内蒙古,,,,,,,,,,
306,1月18日,省级,宁夏,,,,,,,,,,
307,1月18日,省级,青海,,,,,,,,,,
308,1月18日,省级,山东,,,,,,,,,,
309,1月18日,省级,山西,,,,,,,,,,
310,1月18日,省级,陕西,,,,,,,,,,
311,1月18日,省级,上海,,,,,,,,,,
312,1月18日,省级,四川,,,,,,,,,,
313,1月18日,省级,台湾,,,,,,,,,,
314,1月18日,省级,天津,,,,,,,,,,
315,1月18日,省级,西藏,,,,,,,,,,
316,1月18日,省级,香港,,,,,,,,,,
317,1月18日,省级,新疆,,,,,,,,,,
318,1月18日,省级,云南,,,,,,,,,,
319,1月18日,省级,浙江,,,,,,,,,,
320,1月18日,省级,重庆,,,,,,,,,,
321,1月18日,国家级,,,59.0,5.0,1.0,,,,,,
322,1月19日,省级,安徽,,,,,,,,,,
323,1月19日,省级,澳门,,,,,,,,,,
324,1月19日,地区级,北京,大兴,2.0,,,,,,,,
325,1月19日,省级,北京,,2.0,,,,,,,,
326,1月19日,省级,福建,,,,,,,,,,
327,1月19日,省级,甘肃,,,,,,,,,,
328,1月19日,地区级,广东,深圳,1.0,,,,,,,,
329,1月19日,省级,广东,,1.0,,,,,,,,
330,1月19日,省级,广西,,,,,,,,,,
331,1月19日,省级,贵州,,,,,,,,,,
332,1月19日,省级,海南,,,,,,,,,,
333,1月19日,省级,河北,,,,,,,,,,
334,1月19日,省级,河南,,,,,,,,,,
335,1月19日,省级,黑龙江,,,,,,,,,,
336,1月19日,地区级,湖北,武汉,77.0,1.0,1.0,,,,,,
337,1月19日,省级,湖北,,77.0,1.0,1.0,,25.0,4.0,,,
338,1月19日,省级,湖南,,,,,,,,,,
339,1月19日,省级,吉林,,,,,,,,,,
340,1月19日,省级,江苏,,,,,,,,,,
341,1月19日,省级,江西,,,,,,,,,,
342,1月19日,省级,辽宁,,,,,,,,,,
343,1月19日,省级,内蒙古,,,,,,,,,,
344,1月19日,省级,宁夏,,,,,,,,,,
345,1月19日,省级,青海,,,,,,,,,,
346,1月19日,省级,山东,,,,,,,,,,
347,1月19日,省级,山西,,,,,,,,,,
348,1月19日,省级,陕西,,,,,,,,,,
349,1月19日,省级,上海,,,,,,,,,,
350,1月19日,省级,四川,,,,,,,,,,
351,1月19日,省级,台湾,,,,,,,,,,
352,1月19日,省级,天津,,,,,,,,,,
353,1月19日,省级,西藏,,,,,,,,,,
354,1月19日,省级,香港,,,,,,,,,,
355,1月19日,省级,新疆,,,,,,,,,,
356,1月19日,省级,云南,,,,,,,,,,
357,1月19日,省级,浙江,,,,,,,,,,
358,1月19日,省级,重庆,,,,,,,,,,
359,1月19日,国家级,,,77.0,1.0,,,,,,,
360,1月20日,省级,安徽,,,,,,,,,,
361,1月20日,省级,澳门,,,,,,,,,,
362,1月20日,地区级,北京,昌平,2.0,,,,,,,,
363,1月20日,地区级,北京,外地来京,1.0,,,,,,,,
364,1月20日,省级,北京,,3.0,,,,,,,,
365,1月20日,省级,福建,,,,,,,,,,
366,1月20日,省级,甘肃,,,,,,,,,,
367,1月20日,地区级,广东,惠州,1.0,,,,,,,,
368,1月20日,地区级,广东,深圳,8.0,,,,,,,,
369,1月20日,地区级,广东,湛江,1.0,,,,,,,,
370,1月20日,地区级,广东,珠海,3.0,,,,,,,,
371,1月20日,省级,广东,,13.0,,,,,,,,
372,1月20日,省级,广西,,,,,,,,,,
373,1月20日,省级,贵州,,,,,,,,,,
374,1月20日,省级,海南,,,,,,,,,,
375,1月20日,省级,河北,,,,,,,,,,
376,1月20日,省级,河南,,,,,,,,,,
377,1月20日,省级,黑龙江,,,,,,,,,,
378,1月20日,地区级,湖北,黄冈,12.0,,,,,,,,
379,1月20日,地区级,湖北,武汉,60.0,,2.0,,,,,,
380,1月20日,省级,湖北,,72.0,,2.0,,25.0,6.0,,,
381,1月20日,省级,湖南,,,,,,,,,,
382,1月20日,省级,吉林,,,,,,,,,,
383,1月20日,省级,江苏,,,,,,,,,,
384,1月20日,省级,江西,,,,,,,,,,
385,1月20日,省级,辽宁,,,,,,,,,,
386,1月20日,省级,内蒙古,,,,,,,,,,
387,1月20日,省级,宁夏,,,,,,,,,,
388,1月20日,省级,青海,,,,,,,,,,
389,1月20日,省级,山东,,,,,,,,,,
390,1月20日,省级,山西,,,,,,,,,,
391,1月20日,省级,陕西,,,,,,,,,,
392,1月20日,地区级,上海,地区待确认,1.0,,,,,,,,
393,1月20日,地区级,上海,外地来沪,1.0,,,,,,,,
394,1月20日,省级,上海,,2.0,,,,,,,,
395,1月20日,省级,四川,,,,,,,,,,
396,1月20日,省级,台湾,,,,,,,,,,
397,1月20日,省级,天津,,,,,,,,,,
398,1月20日,省级,西藏,,,,,,,,,,
399,1月20日,省级,香港,,,,,,,,,,
400,1月20日,省级,新疆,,,,,,,,,,
401,1月20日,省级,云南,,,,,,,,,,
402,1月20日,地区级,浙江,杭州,1.0,,,,,,,,
403,1月20日,地区级,浙江,台州,1.0,,,,,,,,
404,1月20日,地区级,浙江,温州,2.0,,,,,,,,
405,1月20日,地区级,浙江,舟山,1.0,,,,,,,,
406,1月20日,省级,浙江,,5.0,,,,,,,,
407,1月20日,省级,重庆,,,,,,,,,,
408,1月20日,国家级,,,93.0,,,,,,,,
409,1月21日,地区级,安徽,合肥,1.0,,,,,,,,
410,1月21日,省级,安徽,,1.0,,,,,,,,
411,1月21日,省级,澳门,,,,,,,,,,
412,1月21日,地区级,北京,丰台,1.0,,,,,,,,
413,1月21日,地区级,北京,海淀,2.0,,,,,,,,
414,1月21日,地区级,北京,通州,1.0,,,,,,,,
415,1月21日,地区级,北京,西城,1.0,,,,,,,,
416,1月21日,省级,北京,,5.0,,,,,,,,
417,1月21日,省级,福建,,,,,,,,,,
418,1月21日,省级,甘肃,,,,,,,,,,
419,1月21日,地区级,广东,佛山,1.0,,,,,,,,
420,1月21日,地区级,广东,广州,2.0,,,,,,,,
421,1月21日,地区级,广东,韶关,2.0,,,,,,,,
422,1月21日,地区级,广东,深圳,5.0,,,,,,,,
423,1月21日,地区级,广东,湛江,1.0,,,,,,,,
424,1月21日,地区级,广东,珠海,1.0,,,,,,,,
425,1月21日,省级,广东,,12.0,,,,,,,,
426,1月21日,省级,广西,,,,,,,,,,
427,1月21日,省级,贵州,,,,,,,,,,
428,1月21日,省级,海南,,,,,,,,,,
429,1月21日,省级,河北,,,,,,,,,,
430,1月21日,地区级,河南,郑州,1.0,,,,,,,,
431,1月21日,省级,河南,,1.0,,,,,,,,
432,1月21日,省级,黑龙江,,,,,,,,,,
433,1月21日,地区级,湖北,武汉,105.0,3.0,3.0,,,,,,
434,1月21日,省级,湖北,,105.0,3.0,3.0,,28.0,9.0,,,
435,1月21日,地区级,湖南,长沙,1.0,,,,,,,,
436,1月21日,省级,湖南,,1.0,,,,,,,,
437,1月21日,省级,吉林,,,,,,,,,,
438,1月21日,省级,江苏,,,,,,,,,,
439,1月21日,地区级,江西,抚州,1.0,,,,,,,,
440,1月21日,地区级,江西,萍乡,1.0,,,,,,,,
441,1月21日,省级,江西,,2.0,,,,,,,,
442,1月21日,省级,辽宁,,,,,,,,,,
443,1月21日,省级,内蒙古,,,,,,,,,,
444,1月21日,地区级,宁夏,银川,1.0,,,,,,,,
445,1月21日,省级,宁夏,,1.0,,,,,,,,
446,1月21日,省级,青海,,,,,,,,,,
447,1月21日,地区级,山东,青岛,1.0,,,,,,,,
448,1月21日,地区级,山东,威海,1.0,,,,,,,,
449,1月21日,省级,山东,,2.0,,,,,,,,
450,1月21日,省级,山西,,,,,,,,,,
451,1月21日,省级,陕西,,,,,,,,,,
452,1月21日,地区级,上海,地区待确认,7.0,,,,,,,,
453,1月21日,省级,上海,,7.0,,,,,,,,
454,1月21日,地区级,四川,成都,1.0,,,,,,,,
455,1月21日,地区级,四川,广安,1.0,,,,,,,,
456,1月21日,省级,四川,,2.0,,,,,,,,
457,1月21日,地区级,台湾,台湾,1.0,,,,,,,,
458,1月21日,省级,台湾,,1.0,,,,,,,,
459,1月21日,地区级,天津,河东区,1.0,,,,,,,,
460,1月21日,地区级,天津,西青区,1.0,,,,,,,,
461,1月21日,省级,天津,,2.0,,,,,,,,
462,1月21日,省级,西藏,,,,,,,,,,
463,1月21日,省级,香港,,,,,,,,,,
464,1月21日,省级,新疆,,,,,,,,,,
465,1月21日,地区级,云南,昆明,1.0,,,,,,,,
466,1月21日,省级,云南,,1.0,,,,,,,,
467,1月21日,地区级,浙江,宁波,3.0,,,,,,,,
468,1月21日,地区级,浙江,温州,2.0,,,,,,,,
469,1月21日,省级,浙江,,5.0,,,,,,,,
470,1月21日,地区级,重庆,垫江县,1.0,,,,,,,,
471,1月21日,地区级,重庆,万州区,2.0,,,,,,,,
472,1月21日,地区级,重庆,巫山县,2.0,,,,,,,,
473,1月21日,地区级,重庆,长寿区,1.0,,,,,,,,
474,1月21日,省级,重庆,,6.0,,,,,,,,
475,1月21日,国家级,,,149.0,,,,,,,,
476,1月22日,地区级,安徽,亳州,1.0,,,,,,,,
477,1月22日,地区级,安徽,滁州,1.0,,,,,,,,
478,1月22日,地区级,安徽,阜阳,1.0,,,,,,,,
479,1月22日,地区级,安徽,合肥,4.0,,,,,,,,
480,1月22日,地区级,安徽,六安,1.0,,,,,,,,
481,1月22日,省级,安徽,,8.0,,,,,,,,
482,1月22日,地区级,澳门,澳门,1.0,,,,,,,,
483,1月22日,省级,澳门,,1.0,,,,,,,,
484,1月22日,地区级,北京,朝阳,1.0,,,,,,,,
485,1月22日,地区级,北京,石景山,1.0,,,,,,,,
486,1月22日,地区级,北京,外地来京,1.0,,,,,,,,
487,1月22日,地区级,北京,西城,1.0,,,,,,,,
488,1月22日,省级,北京,,4.0,,,,,,,,
489,1月22日,地区级,福建,福州,1.0,,,,,,,,
490,1月22日,省级,福建,,1.0,,,,,,,,
491,1月22日,地区级,甘肃,白银,1.0,,,,,,,,
492,1月22日,地区级,甘肃,兰州,1.0,,,,,,,,
493,1月22日,省级,甘肃,,2.0,,,,,,,,
494,1月22日,地区级,广东,广州,3.0,,,,,,,,
495,1月22日,地区级,广东,深圳,1.0,,,,,,,,
496,1月22日,地区级,广东,肇庆,1.0,,,,,,,,
497,1月22日,地区级,广东,中山,1.0,,,,,,,,
498,1月22日,省级,广东,,6.0,,,,,,,,
499,1月22日,地区级,广西,北海,3.0,,,,,,,,
500,1月22日,地区级,广西,柳州,1.0,,,,,,,,
501,1月22日,地区级,广西,梧州,1.0,,,,,,,,
502,1月22日,省级,广西,,5.0,,,,,,,,
503,1月22日,地区级,贵州,贵阳,1.0,,,,,,,,
504,1月22日,地区级,贵州,黔南州,1.0,,,,,,,,
505,1月22日,地区级,贵州,铜仁,1.0,,,,,,,,
506,1月22日,省级,贵州,,3.0,,,,,,,,
507,1月22日,地区级,海南,海口,1.0,,,,,,,,
508,1月22日,地区级,海南,临高县,1.0,,,,,,,,
509,1月22日,地区级,海南,三亚,1.0,,,,,,,,
510,1月22日,地区级,海南,万宁,1.0,,,,,,,,
511,1月22日,省级,海南,,4.0,,,,,,,,
512,1月22日,地区级,河北,石家庄,1.0,,,,,,,,
513,1月22日,省级,河北,,1.0,,,,,,,,
514,1月22日,地区级,河南,洛阳,1.0,,,,,,,,
515,1月22日,地区级,河南,三门峡,1.0,,,,,,,,
516,1月22日,地区级,河南,郑州,1.0,,,,,,,,
517,1月22日,地区级,河南,郑州,1.0,,,,,,,,
518,1月22日,省级,河南,,4.0,,,,,,,,
519,1月22日,地区级,黑龙江,哈尔滨,1.0,,,,,,,,
520,1月22日,地区级,黑龙江,牡丹江,1.0,,,,,,,,
521,1月22日,省级,黑龙江,,2.0,,,,,,,,
522,1月22日,地区级,湖北,荆门,1.0,,,,,,,,
523,1月22日,地区级,湖北,荆州,6.0,,,,,,,,
524,1月22日,地区级,湖北,武汉,62.0,,8.0,,,,,,
525,1月22日,省级,湖北,,69.0,,8.0,,28.0,17.0,,,
526,1月22日,地区级,湖南,郴州,1.0,,,,,,,,
527,1月22日,地区级,湖南,怀化,3.0,,,,,,,,
528,1月22日,地区级,湖南,永州,1.0,,,,,,,,
529,1月22日,地区级,湖南,长沙,3.0,,,,,,,,
530,1月22日,省级,湖南,,8.0,,,,,,,,
531,1月22日,地区级,吉林,长春,1.0,,,,,,,,
532,1月22日,省级,吉林,,1.0,,,,,,,,
533,1月22日,地区级,江苏,苏州,1.0,,,,,,,,
534,1月22日,省级,江苏,,1.0,,,,,,,,
535,1月22日,地区级,江西,南昌,1.0,,,,,,,,
536,1月22日,省级,江西,,1.0,,,,,,,,
537,1月22日,地区级,辽宁,大连,1.0,,,,,,,,
538,1月22日,地区级,辽宁,沈阳,1.0,,,,,,,,
539,1月22日,省级,辽宁,,2.0,,,,,,,,
540,1月22日,省级,内蒙古,,,,,,,,,,
541,1月22日,省级,宁夏,,,,,,,,,,
542,1月22日,省级,青海,,,,,,,,,,
