,公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,累计确诊人数,累计治愈人数,累计死亡人数,核减,治愈核减,死亡核减
10824,3月11日,地区级,湖北,鄂州,,34.0,1.0,1394.0,1161.0,55.0,,,
10825,3月11日,地区级,湖北,黄冈,,21.0,,2907.0,2705.0,125.0,,,
10826,3月11日,地区级,湖北,黄石,,4.0,,1015.0,921.0,38.0,,,
10827,3月11日,地区级,湖北,荆门,,17.0,,928.0,834.0,39.0,,,
10828,3月11日,地区级,湖北,荆州,,10.0,,1580.0,1452.0,49.0,,,
10829,3月11日,地区级,湖北,潜江,,1.0,,198.0,180.0,9.0,,,
10830,3月11日,地区级,湖北,十堰,,10.0,,672.0,614.0,8.0,,,
10831,3月11日,地区级,湖北,随州,,16.0,1.0,1307.0,1167.0,45.0,,,
10832,3月11日,地区级,湖北,天门,,1.0,,496.0,474.0,15.0,,,
10833,3月11日,地区级,湖北,武汉,8.0,1053.0,7.0,49986.0,34094.0,2430.0,,,
10834,3月11日,地区级,湖北,襄阳,,11.0,,1175.0,1105.0,38.0,,,
10835,3月11日,地区级,湖北,孝感,,30.0,,3518.0,3179.0,126.0,,,
10836,3月11日,地区级,湖北,宜昌,,34.0,1.0,931.0,834.0,36.0,,,
10837,3月11日,省级,湖北,,8.0,1242.0,10.0,67781.0,50298.0,3056.0,,,
10838,3月11日,地区级,湖南,长沙,,3.0,,242.0,232.0,2.0,,,
10839,3月11日,省级,湖南,,,3.0,,1018.0,998.0,4.0,,,
10840,3月11日,省级,吉林,,,,,93.0,91.0,1.0,,,
10841,3月11日,地区级,江苏,无锡,,1.0,,55.0,53.0,,,,
10842,3月11日,省级,江苏,,,1.0,,631.0,628.0,,,,
10843,3月11日,地区级,江西,九江,,1.0,,118.0,118.0,,,,
10844,3月11日,地区级,江西,南昌,,1.0,,230.0,230.0,,,,
10845,3月11日,省级,江西,,,2.0,,935.0,934.0,1.0,,,
10846,3月11日,省级,辽宁,,,,,125.0,111.0,1.0,,,
10847,3月11日,地区级,内蒙古,乌兰察布,,1.0,,3.0,3.0,,,,
10848,3月11日,省级,内蒙古,,,1.0,,75.0,71.0,1.0,,,
10849,3月11日,地区级,宁夏,吴忠,,1.0,,28.0,28.0,,,,
10850,3月11日,省级,宁夏,,,1.0,,75.0,72.0,,,,
10851,3月11日,省级,青海,,,,,18.0,18.0,,,,
10852,3月11日,地区级,山东,德州,,1.0,,37.0,33.0,2.0,,,
10853,3月11日,地区级,山东,济南,,1.0,,47.0,46.0,,,,
10854,3月11日,地区级,山东,济宁,,6.0,,60.0,248.0,,,,
10855,3月11日,地区级,山东,青岛,1.0,1.0,,61.0,59.0,1.0,,,
10856,3月11日,地区级,山东,烟台,,3.0,,47.0,47.0,,,,
10857,3月11日,省级,山东,,1.0,12.0,,760.0,733.0,6.0,,,
10858,3月11日,省级,山西,,,,,133.0,131.0,,,,
10859,3月11日,地区级,陕西,安康,,1.0,,26.0,26.0,,,,
10860,3月11日,地区级,陕西,铜川,,1.0,,8.0,8.0,,,,
10861,3月11日,地区级,陕西,渭南,,1.0,,16.0,15.0,,,,
10862,3月11日,地区级,陕西,西安,,2.0,1.0,120.0,110.0,2.0,,,
10863,3月11日,省级,陕西,,,5.0,1.0,245.0,232.0,2.0,,,
10864,3月11日,地区级,上海,外地来沪,,1.0,,111.0,104.0,,,,
10865,3月11日,省级,上海,,,1.0,,344.0,320.0,3.0,,,
10866,3月11日,地区级,四川,成都,,5.0,,144.0,113.0,3.0,,,
10867,3月11日,地区级,四川,甘孜,,3.0,,78.0,74.0,,,,
10868,3月11日,地区级,四川,内江,,1.0,,22.0,22.0,,,,
10869,3月11日,地区级,四川,雅安,,1.0,,7.0,7.0,,,,
10870,3月11日,省级,四川,,,10.0,,539.0,494.0,3.0,,,
10871,3月11日,地区级,台湾,台湾,1.0,,,48.0,17.0,1.0,,,
10872,3月11日,省级,台湾,,1.0,,,48.0,17.0,1.0,,,
10873,3月11日,地区级,天津,河北区,,1.0,,12.0,12.0,,,,
10874,3月11日,省级,天津,,,1.0,,136.0,132.0,3.0,,,
10875,3月11日,省级,西藏,,,,,1.0,1.0,,,,
10876,3月11日,地区级,香港,香港,9.0,2.0,,129.0,67.0,3.0,,,
10877,3月11日,省级,香港,,9.0,2.0,,129.0,67.0,3.0,,,
10878,3月11日,省级,新疆,,0.0,0.0,0.0,76.0,73.0,3.0,0.0,,
10879,3月11日,地区级,浙江,台州,,2.0,,146.0,146.0,,,,
10880,3月11日,地区级,浙江,温州,,2.0,,504.0,501.0,1.0,,,
10881,3月11日,省级,浙江,,,4.0,,1215.0,1209.0,1.0,,,
10882,3月11日,地区级,重庆,江北区,,1.0,,28.0,27.0,,,,
10883,3月11日,地区级,重庆,两江新区,,1.0,,17.0,17.0,,,,
10884,3月11日,地区级,重庆,潼南区,,2.0,,18.0,17.0,,,,
10885,3月11日,地区级,重庆,万州区,,2.0,,118.0,114.0,4.0,,,
10886,3月11日,地区级,重庆,长寿区,,1.0,,22.0,19.0,,,,
10887,3月11日,省级,重庆,,,7.0,,576.0,554.0,6.0,,,
10888,3月11日,国家级,,,15.0,1318.0,11.0,80793.0,62793.0,3169.0,,,
10889,3月12日,地区级,北京,地区待确认,,8.0,,,342.0,8.0,,,
10890,3月12日,地区级,北京,境外输入,1.0,,,21.0,,,,,
10891,3月12日,省级,北京,,1.0,8.0,,436.0,342.0,8.0,,,
10892,3月12日,省级,甘肃,,,,,127.0,88.0,2.0,,,
10893,3月12日,地区级,广东,地区待确认,,3.0,,,,,,,
10894,3月12日,地区级,广东,广州,,4.0,,347.0,330.0,1.0,,,
10895,3月12日,地区级,广东,梅州,,1.0,,16.0,16.0,,,,
10896,3月12日,省级,广东,,,8.0,,1356.0,1296.0,8.0,,,
10897,3月12日,地区级,广西,防城港,,1.0,,19.0,17.0,,,,
10898,3月12日,地区级,广西,河池,,1.0,,28.0,27.0,1.0,,,
10899,3月12日,省级,广西,,,2.0,,252.0,243.0,2.0,,,
10900,3月12日,地区级,贵州,毕节,,2.0,,23.0,23.0,,,,
10901,3月12日,地区级,贵州,贵阳,,1.0,,36.0,33.0,1.0,,,
10902,3月12日,省级,贵州,,,3.0,,146.0,140.0,2.0,,,
10903,3月12日,地区级,河北,张家口,,3.0,,41.0,41.0,,,,
10904,3月12日,省级,河北,,,3.0,,318.0,310.0,6.0,,,
10905,3月12日,省级,河南,,,,,1273.0,1250.0,22.0,,,
10906,3月12日,地区级,黑龙江,哈尔滨,,4.0,,198.0,186.0,4.0,,,
10907,3月12日,地区级,黑龙江,鸡西,,1.0,,46.0,45.0,,,,
10908,3月12日,地区级,黑龙江,绥化,,1.0,,47.0,41.0,4.0,,,
10909,3月12日,省级,黑龙江,,,6.0,,482.0,446.0,13.0,,,
10910,3月12日,地区级,湖北,鄂州,,23.0,,1394.0,1184.0,55.0,,,
10911,3月12日,地区级,湖北,恩施州,,1.0,,252.0,236.0,7.0,,,
10912,3月12日,地区级,湖北,黄冈,,15.0,,2907.0,2720.0,125.0,,,
10913,3月12日,地区级,湖北,黄石,,17.0,,1015.0,938.0,38.0,,,
10914,3月12日,地区级,湖北,荆门,,5.0,,928.0,839.0,39.0,,,
10915,3月12日,地区级,湖北,荆州,,12.0,,1580.0,1464.0,49.0,,,
10916,3月12日,地区级,湖北,潜江,,2.0,,198.0,182.0,9.0,,,
10917,3月12日,地区级,湖北,十堰,,12.0,,672.0,626.0,8.0,,,
10918,3月12日,地区级,湖北,随州,,14.0,,1307.0,1181.0,45.0,,,
10919,3月12日,地区级,湖北,天门,,2.0,,496.0,476.0,15.0,,,
10920,3月12日,地区级,湖北,武汉,5.0,1103.0,6.0,49991.0,35197.0,2436.0,,,
10921,3月12日,地区级,湖北,咸宁,,4.0,,836.0,816.0,14.0,,,
10922,3月12日,地区级,湖北,襄阳,,7.0,,1175.0,1112.0,38.0,,,
10923,3月12日,地区级,湖北,孝感,,25.0,,3518.0,3204.0,126.0,,,
10924,3月12日,地区级,湖北,宜昌,,13.0,,931.0,847.0,36.0,,,
10925,3月12日,省级,湖北,,5.0,1255.0,6.0,67786.0,51553.0,3062.0,,,
10926,3月12日,地区级,湖南,娄底,,1.0,,76.0,75.0,,,,
10927,3月12日,地区级,湖南,长沙,,4.0,,242.0,236.0,2.0,,,
10928,3月12日,地区级,湖南,株洲,,1.0,,80.0,78.0,,,,
10929,3月12日,省级,湖南,,,6.0,,1018.0,1004.0,4.0,,,
10930,3月12日,省级,吉林,,,,,93.0,91.0,1.0,,,
10931,3月12日,地区级,江苏,无锡,,1.0,,55.0,54.0,,,,
10932,3月12日,地区级,江苏,徐州,,1.0,,79.0,79.0,,,,
10933,3月12日,省级,江苏,,,2.0,,631.0,630.0,,,,
10934,3月12日,地区级,辽宁,铁岭,,1.0,,7.0,7.0,,,,
10935,3月12日,省级,辽宁,,,1.0,,125.0,112.0,1.0,,,
10936,3月12日,省级,内蒙古,,,,,75.0,71.0,1.0,,,
10937,3月12日,省级,宁夏,,,,,75.0,72.0,,,,
10938,3月12日,地区级,山东,济宁,,5.0,,60.0,253.0,,,,
10939,3月12日,地区级,山东,威海,,1.0,1.0,38.0,37.0,1.0,,,
10940,3月12日,省级,山东,,,6.0,1.0,760.0,739.0,7.0,,,
10941,3月12日,地区级,山西,大同,,1.0,,12.0,12.0,,,,
10942,3月12日,省级,山西,,,1.0,,133.0,132.0,,,,
10943,3月12日,省级,陕西,,,,,245.0,232.0,2.0,,,
10944,3月12日,地区级,上海,静安,,1.0,,16.0,15.0,,,,
10945,3月12日,地区级,上海,境外输入,2.0,,,8.0,,,,,
10946,3月12日,省级,上海,,2.0,1.0,,346.0,321.0,3.0,,,
10947,3月12日,地区级,四川,成都,,2.0,,144.0,115.0,3.0,,,
10948,3月12日,地区级,四川,甘孜,,2.0,,78.0,76.0,,,,
10949,3月12日,地区级,四川,广安,,1.0,,30.0,29.0,,,,
10950,3月12日,地区级,四川,资阳,,1.0,,4.0,4.0,,,,
10951,3月12日,省级,四川,,,6.0,,539.0,500.0,3.0,,,
10952,3月12日,地区级,台湾,台湾,1.0,3.0,,49.0,20.0,1.0,,,
10953,3月12日,省级,台湾,,1.0,3.0,,49.0,20.0,1.0,,,
10954,3月12日,省级,天津,,,,,136.0,132.0,3.0,,,
10955,3月12日,省级,西藏,,,,,1.0,1.0,,,,
10956,3月12日,地区级,香港,香港,2.0,8.0,,131.0,75.0,3.0,,,
10957,3月12日,省级,香港,,2.0,8.0,,131.0,75.0,3.0,,,
10958,3月12日,省级,新疆,,0.0,0.0,0.0,76.0,73.0,3.0,0.0,,
10959,3月12日,省级,浙江,,,,,1215.0,1209.0,1.0,,,
10960,3月12日,地区级,重庆,丰都县,,2.0,,10.0,10.0,,,,
10961,3月12日,地区级,重庆,江北区,,1.0,,28.0,28.0,,,,
10962,3月12日,地区级,重庆,九龙坡区,,2.0,,21.0,20.0,1.0,,,
10963,3月12日,地区级,重庆,南岸区,,1.0,,15.0,15.0,,,,
10964,3月12日,地区级,重庆,綦江区,,1.0,,23.0,22.0,,,,
10965,3月12日,地区级,重庆,沙坪坝区,,1.0,,9.0,9.0,,,,
10966,3月12日,地区级,重庆,铜梁区,,1.0,,10.0,10.0,,,,
10967,3月12日,地区级,重庆,潼南区,,1.0,,18.0,18.0,,,,
10968,3月12日,省级,重庆,,,10.0,,576.0,564.0,6.0,,,
10969,3月12日,国家级,,,8.0,1318.0,7.0,80813.0,64111.0,3176.0,12.0,,
10970,3月13日,省级,澳门,,,,,10.0,10.0,,,,
10971,3月13日,地区级,北京,地区待确认,,7.0,,,349.0,8.0,,,
10972,3月13日,地区级,北京,境外输入,1.0,,,22.0,,,,,
10973,3月13日,省级,北京,,1.0,7.0,,437.0,349.0,8.0,,,
10974,3月13日,地区级,甘肃,境外输入,2.0,1.0,,38.0,1.0,,,,
10975,3月13日,省级,甘肃,,2.0,1.0,,129.0,89.0,2.0,,,
10976,3月13日,地区级,广东,地区待确认,,2.0,,,,,,,
10977,3月13日,地区级,广东,佛山,,1.0,,84.0,79.0,,,,
10978,3月13日,省级,广东,,,3.0,,1356.0,1299.0,8.0,,,
10979,3月13日,省级,广西,,,,,252.0,243.0,2.0,,,
10980,3月13日,地区级,贵州,贵阳,,1.0,,36.0,34.0,1.0,,,
10981,3月13日,地区级,贵州,六盘水,,1.0,,10.0,9.0,1.0,,,
10982,3月13日,地区级,贵州,遵义,,1.0,,32.0,32.0,,,,
10983,3月13日,省级,贵州,,,3.0,,146.0,143.0,2.0,,,
10984,3月13日,省级,河北,,,,,318.0,307.0,6.0,,,
10985,3月13日,省级,河南,,,,,1273.0,1249.0,22.0,,,
10986,3月13日,地区级,黑龙江,牡丹江,,1.0,,15.0,14.0,,,,
10987,3月13日,省级,黑龙江,,,1.0,,482.0,447.0,13.0,,,
10988,3月13日,地区级,湖北,鄂州,,28.0,2.0,1394.0,1212.0,57.0,,,
10989,3月13日,地区级,湖北,恩施州,,2.0,,252.0,238.0,7.0,,,
10990,3月13日,地区级,湖北,黄冈,,10.0,,2907.0,2730.0,125.0,,,
10991,3月13日,地区级,湖北,黄石,,2.0,,1015.0,940.0,38.0,,,
10992,3月13日,地区级,湖北,荆门,,21.0,,928.0,860.0,39.0,,,
10993,3月13日,地区级,湖北,荆州,,10.0,1.0,1580.0,1474.0,50.0,,,
10994,3月13日,地区级,湖北,十堰,,3.0,,672.0,629.0,8.0,,,
10995,3月13日,地区级,湖北,随州,,11.0,,1307.0,1192.0,45.0,,,
10996,3月13日,地区级,湖北,武汉,4.0,1254.0,10.0,49995.0,36451.0,2446.0,,,
10997,3月13日,地区级,湖北,咸宁,,2.0,,836.0,818.0,14.0,,,
10998,3月13日,地区级,湖北,襄阳,,3.0,,1175.0,1115.0,38.0,,,
10999,3月13日,地区级,湖北,孝感,,33.0,,3518.0,3237.0,126.0,,,
11000,3月13日,地区级,湖北,宜昌,,11.0,,931.0,858.0,36.0,,,
11001,3月13日,省级,湖北,,4.0,1390.0,13.0,67790.0,52943.0,3075.0,,,
11002,3月13日,地区级,湖南,娄底,,1.0,,76.0,76.0,,,,
11003,3月13日,地区级,湖南,邵阳,,1.0,,102.0,101.0,1.0,,,
11004,3月13日,地区级,湖南,长沙,,2.0,,242.0,238.0,2.0,,,
11005,3月13日,地区级,湖南,株洲,,1.0,,80.0,79.0,,,,
11006,3月13日,省级,湖南,,,5.0,,1018.0,1009.0,4.0,,,
11007,3月13日,省级,吉林,,,,,93.0,91.0,1.0,,,
11008,3月13日,省级,江苏,,,,,631.0,630.0,,,,
11009,3月13日,地区级,辽宁,大连,,1.0,,19.0,17.0,,,,
11010,3月13日,省级,辽宁,,,1.0,,125.0,113.0,1.0,,,
11011,3月13日,省级,内蒙古,,,,,75.0,71.0,1.0,,,
11012,3月13日,省级,宁夏,,,,,75.0,72.0,,,,
11013,3月13日,地区级,山东,济宁,,1.0,,60.0,254.0,,,,
11014,3月13日,省级,山东,,,1.0,,760.0,740.0,7.0,,,
11015,3月13日,地区级,山西,晋中,,1.0,,37.0,37.0,,,,
11016,3月13日,省级,山西,,,1.0,,133.0,133.0,,,,
11017,3月13日,省级,陕西,,,,,245.0,232.0,2.0,,,
11018,3月13日,地区级,上海,境外输入,4.0,,,12.0,,,,,
11019,3月13日,地区级,上海,浦东,,1.0,,61.0,59.0,,,,
11020,3月13日,地区级,上海,外地来沪,,2.0,,111.0,106.0,,,,
11021,3月13日,省级,上海,,4.0,3.0,,350.0,324.0,3.0,,,
11022,3月13日,地区级,四川,成都,,6.0,,144.0,121.0,3.0,,,
11023,3月13日,地区级,四川,达州,,1.0,,42.0,42.0,,,,
11024,3月13日,地区级,四川,广安,,1.0,,30.0,30.0,,,,
11025,3月13日,地区级,四川,绵阳,,2.0,,22.0,22.0,,,,
11026,3月13日,省级,四川,,,10.0,,539.0,510.0,3.0,,,
11027,3月13日,地区级,台湾,台湾,1.0,,,50.0,20.0,1.0,,,
11028,3月13日,省级,台湾,,1.0,,,50.0,20.0,1.0,,,
11029,3月13日,省级,天津,,,,,136.0,132.0,3.0,,,
11030,3月13日,省级,西藏,,,,,1.0,1.0,,,,
11031,3月13日,地区级,香港,香港,6.0,3.0,1.0,137.0,78.0,4.0,,,
11032,3月13日,省级,香港,,6.0,3.0,1.0,137.0,78.0,4.0,,,
11033,3月13日,省级,新疆,,0.0,0.0,0.0,76.0,73.0,3.0,0.0,,
11034,3月13日,地区级,浙江,杭州,,,,181.0,179.0,,12.0,,
11035,3月13日,地区级,浙江,嘉兴,,1.0,,45.0,44.0,,,,
11036,3月13日,地区级,浙江,境外输入,,1.0,,10.0,1.0,,,,
11037,3月13日,省级,浙江,,,2.0,,1227.0,1211.0,1.0,12.0,,
11038,3月13日,地区级,重庆,长寿区,,2.0,,22.0,21.0,,,,
11039,3月13日,省级,重庆,,,2.0,,576.0,566.0,6.0,,,
11040,3月13日,国家级,,,11.0,1430.0,13.0,80824.0,65541.0,3189.0,,,
11041,3月14日,省级,澳门,,,,,10.0,10.0,,,,
11042,3月14日,地区级,北京,地区待确认,,4.0,,,353.0,8.0,,,
11043,3月14日,地区级,北京,境外输入,3.0,,,,,,,,
11044,3月14日,地区级,北京,境外输入,1.0,,,,,,,,
11045,3月14日,地区级,北京,境外输入,1.0,,,,,,,,
11046,3月14日,省级,北京,,5.0,4.0,,442.0,353.0,8.0,,,
11047,3月14日,地区级,甘肃,定西,,1.0,,9.0,9.0,,,,
11048,3月14日,地区级,甘肃,境外输入,3.0,1.0,,41.0,2.0,,,,
11049,3月14日,省级,甘肃,,3.0,2.0,,132.0,91.0,2.0,,,
11050,3月14日,地区级,广东,地区待确认,,3.0,,,,,,,
11051,3月14日,地区级,广东,佛山,,1.0,,84.0,80.0,,,,
11052,3月14日,地区级,广东,境外输入,1.0,,,1.0,,,,,
11053,3月14日,省级,广东,,1.0,4.0,,1357.0,1303.0,8.0,,,
11054,3月14日,省级,广西,,,,,252.0,243.0,2.0,,,
11055,3月14日,省级,贵州,,,,,146.0,143.0,2.0,,,
11056,3月14日,省级,河北,,,,,318.0,310.0,6.0,,,
11057,3月14日,地区级,河南,地区待确认,,1.0,,,1031.0,22.0,,,
11058,3月14日,省级,河南,,,1.0,,1273.0,1250.0,22.0,,,
11059,3月14日,地区级,黑龙江,哈尔滨,,1.0,,198.0,187.0,4.0,,,
11060,3月14日,地区级,黑龙江,鹤岗,,1.0,,5.0,5.0,,,,
11061,3月14日,地区级,黑龙江,鸡西,,1.0,,46.0,46.0,,,,
11062,3月14日,地区级,黑龙江,牡丹江,,1.0,,15.0,15.0,,,,
11063,3月14日,地区级,黑龙江,七台河,,1.0,,17.0,17.0,,,,
11064,3月14日,地区级,黑龙江,双鸭山,,1.0,,52.0,48.0,3.0,,,
11065,3月14日,省级,黑龙江,,,6.0,,482.0,453.0,13.0,,,
11066,3月14日,地区级,湖北,鄂州,,60.0,,1394.0,1272.0,57.0,,,
11067,3月14日,地区级,湖北,恩施州,,3.0,,252.0,241.0,7.0,,,
11068,3月14日,地区级,湖北,黄冈,,8.0,,2907.0,2738.0,125.0,,,
11069,3月14日,地区级,湖北,黄石,,8.0,,1015.0,948.0,38.0,,,
11070,3月14日,地区级,湖北,荆门,,4.0,,928.0,864.0,39.0,,,
11071,3月14日,地区级,湖北,荆州,,9.0,,1580.0,1483.0,50.0,,,
11072,3月14日,地区级,湖北,十堰,,1.0,,672.0,630.0,8.0,,,
11073,3月14日,地区级,湖北,随州,,21.0,,1307.0,1213.0,45.0,,,
11074,3月14日,地区级,湖北,天门,,1.0,,496.0,477.0,15.0,,,
11075,3月14日,地区级,湖北,武汉,4.0,1181.0,10.0,49999.0,37632.0,2456.0,,,
11076,3月14日,地区级,湖北,仙桃,,6.0,,575.0,526.0,22.0,,,
11077,3月14日,地区级,湖北,咸宁,,1.0,,836.0,819.0,14.0,,,
11078,3月14日,地区级,湖北,襄阳,,10.0,,1175.0,1125.0,38.0,,,
11079,3月14日,地区级,湖北,孝感,,16.0,,3518.0,3253.0,126.0,,,
11080,3月14日,地区级,湖北,宜昌,,6.0,,931.0,864.0,36.0,,,
11081,3月14日,省级,湖北,,4.0,1335.0,10.0,67794.0,54278.0,3085.0,,,
11082,3月14日,地区级,湖南,岳阳,,2.0,,156.0,155.0,1.0,,,
11083,3月14日,地区级,湖南,长沙,,2.0,,242.0,240.0,2.0,,,
11084,3月14日,地区级,湖南,株洲,,1.0,,80.0,80.0,,,,
11085,3月14日,省级,湖南,,,5.0,,1018.0,1014.0,4.0,,,
11086,3月14日,省级,吉林,,,,,93.0,91.0,1.0,,,
11087,3月14日,地区级,江苏,无锡,,1.0,,55.0,55.0,,,,
11088,3月14日,省级,江苏,,,1.0,,631.0,55.0,,,,
11089,3月14日,省级,辽宁,,,,,125.0,55.0,1.0,,,
11090,3月14日,省级,内蒙古,,,,,75.0,55.0,1.0,,,
11091,3月14日,地区级,宁夏,银川,,1.0,,34.0,55.0,,,,
11092,3月14日,省级,宁夏,,,1.0,,75.0,55.0,,,,
11093,3月14日,地区级,山东,临沂,,1.0,,49.0,49.0,,,,
11094,3月14日,省级,山东,,,1.0,,760.0,741.0,7.0,,,
11095,3月14日,省级,山西,,,,,133.0,133.0,,,,
11096,3月14日,省级,陕西,,,,,245.0,232.0,2.0,,,
11097,3月14日,地区级,上海,境外输入,3.0,,,15.0,,,,,
11098,3月14日,省级,上海,,3.0,,,353.0,324.0,3.0,,,
11099,3月14日,地区级,四川,巴中,,3.0,,24.0,24.0,,,,
11100,3月14日,地区级,四川,成都,,1.0,,144.0,122.0,3.0,,,
11101,3月14日,地区级,四川,眉山,,1.0,,8.0,8.0,,,,
11102,3月14日,省级,四川,,,5.0,,539.0,515.0,3.0,,,
11103,3月14日,地区级,台湾,台湾,3.0,,,53.0,20.0,1.0,,,
11104,3月14日,省级,台湾,,3.0,,,53.0,20.0,1.0,,,
11105,3月14日,省级,天津,,,,,136.0,132.0,3.0,,,
11106,3月14日,省级,西藏,,,,,1.0,1.0,,,,
11107,3月14日,地区级,香港,香港,4.0,3.0,,141.0,81.0,4.0,,,
11108,3月14日,省级,香港,,4.0,3.0,,141.0,81.0,4.0,,,
11109,3月14日,地区级,云南,德宏州,,1.0,,5.0,5.0,,,,
11110,3月14日,地区级,云南,曲靖,,1.0,,13.0,13.0,,,,
11111,3月14日,省级,云南,,,2.0,,174.0,172.0,2.0,,,
11112,3月14日,地区级,浙江,境外输入,4.0,,,14.0,1.0,,,,
11113,3月14日,省级,浙江,,4.0,,,1231.0,1211.0,1.0,,,
11114,3月14日,地区级,重庆,大足区,,1.0,,14.0,14.0,,,,
11115,3月14日,地区级,重庆,綦江区,,1.0,,23.0,23.0,,,,
11116,3月14日,地区级,重庆,荣昌区,,1.0,,9.0,9.0,,,,
11117,3月14日,省级,重庆,,,3.0,,576.0,569.0,6.0,,,
11118,3月14日,国家级,,,20.0,1370.0,10.0,80844.0,66911.0,3199.0,,,
11119,3月15日,地区级,北京,地区待确认,,5.0,,,358.0,8.0,,,
11120,3月15日,地区级,北京,境外输入,4.0,,,31.0,,,,,
11121,3月15日,省级,北京,,4.0,5.0,,446.0,358.0,8.0,,,
11122,3月15日,地区级,甘肃,境外输入,1.0,,,42.0,2.0,,,,
11123,3月15日,省级,甘肃,,1.0,,,133.0,91.0,2.0,,,
11124,3月15日,地区级,广东,地区待确认,,1.0,,,,,,,
11125,3月15日,地区级,广东,境外输入,2.0,,,3.0,,,,,
11126,3月15日,地区级,广东,境外输入,1.0,,,1.0,,,,,
11127,3月15日,地区级,广东,境外输入,1.0,,,1.0,,,,,
11128,3月15日,地区级,广东,深圳,,2.0,,417.0,401.0,3.0,,,
11129,3月15日,省级,广东,,4.0,3.0,,1361.0,1306.0,8.0,,,
11130,3月15日,地区级,广西,防城港,,2.0,,19.0,19.0,,,,
11131,3月15日,地区级,广西,柳州,,1.0,,24.0,24.0,,,,
11132,3月15日,地区级,广西,南宁,,1.0,,55.0,55.0,,,,
11133,3月15日,省级,广西,,,4.0,,252.0,247.0,2.0,,,
11134,3月15日,省级,贵州,,,,,146.0,143.0,2.0,,,
11135,3月15日,省级,海南,,,,,168.0,160.0,6.0,,,
11136,3月15日,省级,河北,,,,,318.0,310.0,6.0,,,
11137,3月15日,省级,河南,,,,,1273.0,1250.0,22.0,,,
11138,3月15日,地区级,黑龙江,哈尔滨,,1.0,,198.0,188.0,4.0,,,
11139,3月15日,省级,黑龙江,,,1.0,,482.0,454.0,13.0,,,
11140,3月15日,地区级,湖北,鄂州,,3.0,,1394.0,1275.0,57.0,,,
11141,3月15日,地区级,湖北,恩施州,,1.0,,252.0,242.0,7.0,,,
11142,3月15日,地区级,湖北,黄冈,,12.0,,2907.0,2750.0,125.0,,,
11143,3月15日,地区级,湖北,黄石,,2.0,,1015.0,950.0,38.0,,,
11144,3月15日,地区级,湖北,荆门,,1.0,,928.0,865.0,39.0,,,
11145,3月15日,地区级,湖北,荆州,,9.0,,1580.0,1492.0,50.0,,,
11146,3月15日,地区级,湖北,潜江,,1.0,,198.0,183.0,9.0,,,
11147,3月15日,地区级,湖北,十堰,,4.0,,672.0,634.0,8.0,,,
11148,3月15日,地区级,湖北,随州,,8.0,,1307.0,1221.0,45.0,,,
11149,3月15日,地区级,湖北,武汉,4.0,752.0,13.0,50003.0,38384.0,2469.0,,,
11150,3月15日,地区级,湖北,仙桃,,3.0,,575.0,529.0,22.0,,,
11151,3月15日,地区级,湖北,襄阳,,3.0,,1175.0,1128.0,38.0,,,
11152,3月15日,地区级,湖北,孝感,,13.0,1.0,3518.0,3266.0,127.0,,,
11153,3月15日,地区级,湖北,宜昌,,4.0,,931.0,868.0,36.0,,,
11154,3月15日,省级,湖北,,4.0,816.0,14.0,67798.0,55094.0,3099.0,,,
11155,3月15日,地区级,吉林,通化,,1.0,,7.0,7.0,,,,
11156,3月15日,省级,吉林,,,1.0,,93.0,92.0,1.0,,,
11157,3月15日,地区级,辽宁,大连,,1.0,,19.0,18.0,,,,
11158,3月15日,省级,辽宁,,,1.0,,125.0,114.0,1.0,,,
11159,3月15日,省级,内蒙古,,,,,75.0,71.0,1.0,,,
11160,3月15日,省级,宁夏,,,,,75.0,73.0,,,,
11161,3月15日,地区级,山东,济宁,,2.0,,60.0,256.0,,,,
11162,3月15日,省级,山东,,,2.0,,760.0,743.0,7.0,,,
11163,3月15日,省级,陕西,,,,,245.0,232.0,2.0,,,
11164,3月15日,地区级,上海,境外输入,2.0,,,17.0,,,,,
11165,3月15日,省级,上海,,2.0,,,355.0,324.0,3.0,,,
11166,3月15日,地区级,四川,甘孜,,1.0,,78.0,77.0,,,,
11167,3月15日,省级,四川,,,1.0,,539.0,516.0,3.0,,,
11168,3月15日,地区级,台湾,台湾,6.0,,,59.0,20.0,1.0,,,
11169,3月15日,省级,台湾,,6.0,,,59.0,20.0,1.0,,,
11170,3月15日,地区级,天津,宝坻区,,1.0,,60.0,58.0,2.0,,,
11171,3月15日,省级,天津,,,1.0,,136.0,133.0,3.0,,,
11172,3月15日,省级,西藏,,,,,1.0,1.0,,,,
11173,3月15日,地区级,香港,香港,7.0,3.0,,148.0,84.0,4.0,,,
11174,3月15日,省级,香港,,7.0,3.0,,148.0,84.0,4.0,,,
11175,3月15日,地区级,云南,境外输入,1.0,,,1.0,,,,,
11176,3月15日,省级,云南,,1.0,,,175.0,172.0,2.0,,,
11177,3月15日,地区级,浙江,杭州,,2.0,,181.0,181.0,,,,
11178,3月15日,省级,浙江,,,2.0,,1231.0,1213.0,1.0,,,
11179,3月15日,地区级,重庆,长寿区,,1.0,,22.0,22.0,,,,
11180,3月15日,省级,重庆,,,1.0,,576.0,570.0,6.0,,,
